Reporter Name,Partner Name,Trade Flow,Product Group,Indicator,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
United States, World,Import,  All Products,MFN Weighted Average (%),4.728656101,4.800313762,4.713133657,,4.272888636,4.109235487,3.672602921,3.60482778,3.886426299,3.396582927,3.455389829,3.326225907,3.201922173,2.994420955,2.960462531,2.90835813,2.42205707,2.755809059,2.818178506,2.81292708,2.808638203,2.7897922,2.80745188,2.776125302,2.78892636,2.797244071
United States,Afghanistan,Import,  All Products,MFN Weighted Average (%),2.496711025,1.943687921,1.696319439,,1.587755446,1.308812822,0.697930718,0.472369423,1.110647713,0.537755777,0.183834284,0.383780621,0.473204518,1.882374318,1.882695649,1.982243766,1.399777369,1.639726898,1.42491439,1.14971692,1.362161063,1.522072493,0.994600399,1.484214843,2.824167203,2.904973601
United States,Albania,Import,  All Products,MFN Weighted Average (%),2.58913472,4.952320313,5.246111095,,2.914028095,5.620417759,17.83707818,16.92525807,4.616566054,17.32382627,14.85068111,11.18287113,2.227247641,3.948232401,4.077160422,5.436973741,4.103928874,4.1587494,4.001771284,2.66775237,2.90912206,3.444407079,3.366066819,3.864685614,3.582280335,3.581609343
United States,Algeria,Import,  All Products,MFN Weighted Average (%),7.66298791,7.653438147,7.101567978,,8.104686186,7.420618137,2.396953869,7.09032376,34.66360837,13.30645527,9.688210546,6.173844125,5.102117725,4.487637692,3.721072027,4.66891709,4.096804788,5.209142176,5.867626131,6.108438394,6.302102592,6.442904565,6.633567937,6.452844345,6.575625154,6.68908878
United States,Andorra,Import,  All Products,MFN Weighted Average (%),3.666299421,3.254029126,0.715121506,,6.683460089,14.45149747,2.258757662,6.474261747,5.184338875,0.380253583,24.51060003,0.602643155,0.813830084,1.682793602,0.623234612,1.683309584,8.995084931,5.22083223,4.093993622,3.735691017,2.822925643,3.099516407,0.85032039,0.502782052,0.691382946,0.64961855
United States,Angola,Import,  All Products,MFN Weighted Average (%),0.658765941,7.20014526,6.413366676,,8.319267,8.476892963,0.446337204,8.901029538,36.47929199,14.3281382,12.19025968,7.904778509,6.982540679,6.406391899,5.131157259,4.452484619,5.745131161,6.156857048,5.810765236,4.791667693,5.106232864,5.530385474,6.44895477,6.544755887,5.21466853,5.304162204
United States,Anguila,Import,  All Products,MFN Weighted Average (%),1.904222492,4.400452388,0.526695061,,1.168821736,0.186163592,18.35837048,4.087774819,1.822344208,1.331929441,1.994086554,0.98675056,1.061424637,0.944610037,0.964984799,0.842223303,0.826223932,0.797265919,0.753603497,0.534148503,0.39301621,0.668132984,0.498756591,0.557962707,0.512569378,0.538614297
United States,Antigua and Barbuda,Import,  All Products,MFN Weighted Average (%),4.228996311,5.134579181,6.689502593,,5.523498155,1.739497571,1.158874401,0.932306737,1.408231298,0.944632132,1.531330266,1.440493789,1.357128164,3.092846278,1.04698208,2.7020348,0.871994884,1.375441514,1.755540143,0.875836783,0.658093552,0.183662391,2.722388458,0.700746599,0.81940677,0.850688662
United States,Argentina,Import,  All Products,MFN Weighted Average (%),6.662317404,6.489587372,6.564530453,,9.010641019,8.09349884,6.356306282,7.706525504,10.67781564,7.607128431,7.180494255,6.305528637,5.288485713,4.93721296,5.235432896,5.235812374,4.996344152,4.762621556,4.288394541,4.615257104,4.092300848,5.45167576,3.072156528,2.882635903,3.878311206,3.957947915
United States,Armenia,Import,  All Products,MFN Weighted Average (%),,1.011925393,4.424967529,,8.613623896,8.810801909,12.04014651,13.23861482,11.80578221,7.269189824,8.001460285,8.028952744,7.031254768,6.078137912,4.44745213,4.397715473,4.037904697,3.106781487,4.58014426,4.692469109,4.578411479,4.767624638,4.925550406,4.972214936,4.819778708,4.839406619
United States,Aruba,Import,  All Products,MFN Weighted Average (%),8.338115365,8.256528891,8.485917021,,8.68187619,8.437159928,3.067952775,8.847220187,39.88999168,14.73387537,12.04974525,7.648966262,7.611120283,7.559318537,7.249333892,7.010201515,6.887064574,6.820394403,6.821168583,0.453692746,6.745982378,6.634508822,3.592759097,0.576383088,5.03669343,5.123812931
United States,Australia,Import,  All Products,MFN Weighted Average (%),2.998794416,3.18130179,3.309313819,,5.148022073,3.761882769,3.168596955,4.064170197,4.606460854,3.931625562,4.104069446,4.070534312,3.823740099,3.59760758,3.412080308,3.234471025,3.0598632,2.405727778,2.954518149,2.737925508,2.294014203,2.834314678,2.473060428,3.067245108,3.530596494,3.565800756
United States,Austria,Import,  All Products,MFN Weighted Average (%),4.922363031,4.923297556,4.981658198,,4.061120645,3.55346648,3.087348233,2.667856062,2.149893536,2.031335348,1.956832343,1.718447617,1.60253928,1.679246667,1.478894596,1.555639029,0.948792458,1.489474795,1.380604627,1.325428374,1.326333544,1.312617639,1.34398411,1.304755401,1.286090603,1.28656016
United States,Azerbaijan,Import,  All Products,MFN Weighted Average (%),,0.922576698,3.399576057,,9.638056161,9.136984038,4.816842601,1.777207208,8.866999761,6.184265288,7.265008698,2.730391496,0.178193794,3.943141632,5.631987494,3.859433037,6.27130036,5.872041279,2.11912992,2.251522239,0.571575293,5.765125075,5.958015158,5.742387358,6.491992412,6.603913938
United States,"Bahamas, The",Import,  All Products,MFN Weighted Average (%),8.541173487,8.499703843,7.565157222,,3.286226482,2.969314745,2.915226649,2.123476574,7.754299469,5.476891149,6.465163551,5.53330329,5.418799022,5.888725389,5.62767046,4.40652316,4.96485005,4.447679037,5.854027558,5.507544579,5.654050044,4.625629463,4.44060216,4.467348431,3.308587133,3.321915457
United States,Bahrain,Import,  All Products,MFN Weighted Average (%),8.916323321,10.05567695,10.07429368,,9.905042191,10.60362767,9.857315553,8.242540551,7.594848743,6.94129299,7.204541519,6.898260609,6.657719408,7.13611272,5.206344598,3.727273559,4.232582917,4.679232622,5.560264115,5.51759505,4.8668552,4.851139705,5.36690366,5.081879975,5.029976117,5.048401361
United States,Bangladesh,Import,  All Products,MFN Weighted Average (%),12.22493731,12.41988781,11.39307931,,10.87218844,11.29707549,11.40222443,11.41621982,10.97351133,11.05760025,11.18772887,11.06213948,11.29000001,10.65891417,10.73649111,10.65040649,10.71709065,10.71890906,10.69835949,10.77521901,10.81892858,10.76536669,10.81094286,10.92203627,10.82622308,10.82777089
United States,Barbados,Import,  All Products,MFN Weighted Average (%),8.171512601,7.663270048,7.519867291,,6.204946484,5.93858427,6.307621549,4.334427358,5.051561241,3.29208671,2.906728883,2.716328892,3.0241914,1.592684365,1.834050949,1.565915594,1.868057282,1.643746289,1.47079962,1.452405703,1.159669603,0.979322047,0.632499016,5.63547969,6.396184362,6.777647775
United States,Belarus,Import,  All Products,MFN Weighted Average (%),,1.005125572,1.617993618,,4.293826982,10.16832543,11.38749392,7.218078154,6.227617391,6.963920569,6.84564747,6.476930528,5.928839949,5.344546116,4.248003607,4.657539459,5.364264759,6.14878557,6.59025874,5.000657876,5.614019383,3.605028158,1.269997788,0.518458673,0.578154958,0.589785362
United States,Belgium,Import,  All Products,MFN Weighted Average (%),,,,,,,,,3.721630772,2.627231409,2.703600801,2.276460864,2.221798738,2.479525055,2.325579537,2.449245798,2.329005792,2.588801394,2.186333193,2.328879749,2.184211899,2.068698548,2.147639892,2.272361988,2.113058042,2.128998661
United States,Belgium-Luxembourg,Import,  All Products,MFN Weighted Average (%),3.142100414,3.184166662,2.907546013,,2.679555011,2.704478675,2.330134973,2.314227687,,,,,,,,,,,,,,,,,,
United States,Belize,Import,  All Products,MFN Weighted Average (%),8.991191139,11.9003301,12.3141175,,19.31663882,11.65898904,15.19376616,18.12355658,13.15091035,11.16893625,19.75780855,19.88215731,12.33464946,7.935811044,9.363065248,13.33807962,13.37762387,2.583944302,2.560128218,2.355162082,14.54574282,1.834311839,1.764944313,6.859501023,20.14522156,19.85001615
United States,Benin,Import,  All Products,MFN Weighted Average (%),7.814560851,1.872854768,6.451291261,,6.402967508,3.518476506,0.720040922,3.016614573,4.098671058,10.1638029,2.36993769,0.212223952,2.17133827,1.590861662,0.167289831,0.503027959,0.004926793,6.627378684,1.419261341,0.183373727,1.360313619,0.156160266,0.021298646,0.13642493,0.072331434,0.072247491
United States,Bermuda,Import,  All Products,MFN Weighted Average (%),1.49961711,7.176678871,2.2881174,,2.616555707,4.875046197,6.642385454,4.278561871,3.353837101,0.801301397,0.249605402,0.668039647,1.611098922,0.996495591,0.837225427,1.246799485,0.841332522,1.127458475,1.224019504,0.362505302,0.265047032,0.271100993,0.295742774,0.455276168,0.515830629,0.533191073
United States,Bhutan,Import,  All Products,MFN Weighted Average (%),0.717317203,7.827994384,4.015188954,,4.179469413,8.730344505,4.871507465,5.634725478,4.922320627,3.395473589,6.761111852,3.517730897,3.278322558,1.698451747,2.962847046,4.564305338,3.897520191,4.306660499,5.685598734,4.008588761,1.179973247,4.120187195,3.239222413,3.708951906,5.284044303,5.270677259
United States,Bolivia,Import,  All Products,MFN Weighted Average (%),3.193782645,3.497330185,3.680306402,,4.961425709,4.058190977,4.125993469,6.625885804,9.997885494,6.883728687,6.684136867,9.757372016,7.184186013,5.572728611,8.118248201,6.135826352,4.645168631,3.633732244,4.234716409,2.975277766,1.583329712,1.36043858,1.685641772,1.808661687,1.779609149,1.743800307
United States,Bosnia and Herzegovina,Import,  All Products,MFN Weighted Average (%),,6.461458452,5.993394165,,3.723403315,3.403488715,2.466432364,1.978654817,2.881059075,1.784550956,1.903379521,2.791296286,3.135222304,3.079957328,3.935564579,6.171614129,5.362696766,4.977826921,7.27437853,7.777910117,6.545389356,7.545363084,6.862504056,6.340118423,5.750087803,5.725964727
United States,Botswana,Import,  All Products,MFN Weighted Average (%),,,,,,,,,,7.711605599,2.224603102,3.66851026,7.305664261,4.232922813,2.357274048,1.576272851,2.775468585,1.083901229,1.249888138,0.840750522,0.760649523,0.817550794,0.310960676,0.488534012,0.595410584,0.595410584
United States,Brazil,Import,  All Products,MFN Weighted Average (%),5.50721327,6.310234899,6.562579241,,5.568834287,5.968784902,5.652722519,4.637000827,4.876750164,4.182526107,4.28824199,3.649734427,3.782210863,3.178749609,3.278004305,3.365203665,3.152834102,2.867672783,3.799560022,3.980549082,3.418027169,3.337566404,3.068961732,2.511422791,2.650776003,2.712144257
United States,British Indian Ocean Ter.,Import,  All Products,MFN Weighted Average (%),2.333855303,9.026308925,4.355122896,,6.26622068,1.024857905,0.405647072,2.937427608,5.411753455,6.049261665,1.070675553,1.86421515,3.939968517,1.405835283,3.024092298,1.652643984,4.091754822,2.055948053,1.469944812,0.251884415,0.242104169,0.021872335,0.06046384,0.081390466,0.129700155,0.129700155
United States,British Virgin Islands,Import,  All Products,MFN Weighted Average (%),0.460307387,1.258846641,1.582378655,,0.794837624,1.26544547,1.671896164,2.480543479,1.011411979,0.308257365,1.43086885,4.625919593,3.933732835,4.37163584,1.303538227,0.458996889,0.185665557,1.926568164,1.717330343,1.909237085,2.17939881,2.828044615,1.968266718,1.548001805,1.982559001,1.971687481
United States,Brunei,Import,  All Products,MFN Weighted Average (%),10.98049208,14.78629579,15.54949529,,14.90971874,15.52353936,15.26348437,15.35707362,14.75540518,13.48192641,13.38216675,13.07958478,13.54351906,13.16113336,13.49680079,13.62800795,14.12019588,14.82089965,16.07539573,8.271846269,3.382592569,7.713493754,5.526243547,4.262686505,7.303436506,7.303295886
United States,Bulgaria,Import,  All Products,MFN Weighted Average (%),9.806392298,10.33362241,8.808392116,,6.889629874,10.03244585,10.05589461,12.01902544,13.82145598,10.04054849,10.20946468,9.18116753,8.37193181,8.038794949,8.204873986,6.350500798,9.710432718,8.970536872,10.55387365,7.874852034,7.159474218,6.925136009,6.548601162,5.776187994,5.301948286,5.313049058
United States,Burkina Faso,Import,  All Products,MFN Weighted Average (%),5.368050182,5.748293435,2.739162765,,3.526674202,6.49321553,4.584340721,4.477982961,6.731700049,2.459711841,6.487641405,0.565598562,4.752367162,6.719540933,2.924837085,0.921009346,3.685484768,1.395553275,8.517183602,1.944490221,1.627944839,0.380384353,0.946606232,0.840761757,2.777307505,2.779727097
United States,Burundi,Import,  All Products,MFN Weighted Average (%),0.176283116,0.523735125,0.171955361,,0.033719109,0.114868553,0,0.157811426,0.008417176,0.036987452,0.003239324,0.048604834,0.004428407,0,0,0.056750629,0.059531601,0.009186578,0.006980889,0,0,0.010852374,0.023881611,0.003455359,0.002753517,0.002753517
United States,Cambodia,Import,  All Products,MFN Weighted Average (%),,1.717449856,12.87637189,,1.530152781,7.434030674,12.20381702,12.98238557,12.39610151,11.83456974,11.90581459,11.75114887,11.34401152,11.2002196,11.86932099,12.4955575,12.58487381,12.50228034,12.81411085,12.64147608,12.85353183,12.99314381,13.03638156,13.09467282,13.04652221,13.03794686
United States,Cameroon,Import,  All Products,MFN Weighted Average (%),9.85531991,6.004865088,8.657099454,,3.782015704,4.360090959,2.321495988,6.54093642,25.68810213,10.80177653,9.658502184,5.002277414,1.110178263,5.998995424,5.196510509,5.097816561,4.530957091,5.198306148,5.518223298,4.318826317,4.52385606,3.822607903,4.465734528,4.088368937,2.781621493,2.858031736
United States,Canada,Import,  All Products,MFN Weighted Average (%),3.008748383,3.163046592,3.176426183,,3.759931964,3.629639034,3.37626673,3.201784767,3.751569873,3.173401952,3.130015471,3.183324152,3.016351668,2.836423633,2.746565614,2.662246144,1.605095442,2.12922822,2.095413411,2.122632095,2.193247895,2.294459506,2.274626796,2.163675019,2.222682413,2.236567443
United States,Cape Verde,Import,  All Products,MFN Weighted Average (%),0.106286551,10.19999981,5.69307318,,6.176610945,2.103411978,2.102010468,1.036416391,2.31430739,3.087276134,11.89662377,13.32655327,10.02413875,12.91623439,13.39118632,1.659022385,1.357953656,2.029014161,0.861139349,1.907555111,1.791710119,0.460955743,4.925242408,3.672837986,4.436342183,4.44440996
United States,Cayman Islands,Import,  All Products,MFN Weighted Average (%),0.254966356,0.881915367,1.188870281,,0.844318442,0.842053844,0.63628149,0.9249971,2.032421076,2.220922263,0.91913424,1.756549527,1.241877013,0.533518555,1.406916974,1.225270669,0.608436807,1.36521457,2.194012641,2.144676273,0.58041803,0.35358245,0.338791241,1.199624027,1.918245296,1.917668594
United States,Central African Republic,Import,  All Products,MFN Weighted Average (%),21.5500549,34.41657523,11.5271939,,6.272125886,25.63974848,36.66925777,36.90418696,37.19742639,27.35685175,8.7606358,7.76859194,0.327870686,0.553098938,0.464729944,0.342619938,0.545088848,0.330774863,0.249112124,0.377291708,0.211767026,0.435399255,0.26699252,0.718733529,0.975630634,1.014873756
United States,Chad,Import,  All Products,MFN Weighted Average (%),6.238673904,1.341403887,1.591852377,,0.033373829,0.168726913,0.010629009,0.055964507,0.007291942,0.006321759,0.009385156,0.048217737,3.496689217,7.23541484,7.142607981,5.83766947,5.565873121,6.249328783,6.169226604,6.52658021,6.191287972,6.539312941,1.524631504,5.629724722,3.777572897,3.843521795
United States,Chile,Import,  All Products,MFN Weighted Average (%),2.839105404,2.959105679,2.751564825,,2.258363655,2.137257618,1.993295927,1.817908366,1.503417198,1.546817215,1.560124142,1.443860592,1.395758346,1.393570209,1.52183863,1.229189797,1.253011849,1.142103284,1.428583111,1.420976911,1.431247682,1.537227776,1.387636316,1.379804344,1.435277235,1.443595138
United States,China,Import,  All Products,MFN Weighted Average (%),9.629224647,9.140252327,8.979554987,,6.596073408,6.109357988,5.684370164,4.911232658,4.427894373,4.112224777,4.161654617,3.864127222,3.442800264,3.064301706,3.126323036,3.066270027,2.883674054,3.091148961,3.184769179,3.140197215,3.030967251,2.946726833,2.94626251,2.890274583,2.89699267,2.895460164
United States,Christmas Island,Import,  All Products,MFN Weighted Average (%),0.363557825,1.221207321,2.232652458,,1.552481001,0.621801232,1.361105898,1.986542881,1.85279039,1.411670094,4.004010868,3.448855211,1.570612242,3.499731177,11.5063543,2.575649511,2.768331964,2.360054403,5.955659991,4.943787917,2.235204523,1.341186112,0.61493773,0.934154976,2.303365653,2.303567366
United States,Cocos (Keeling) Islands,Import,  All Products,MFN Weighted Average (%),6.494843984,3.353427449,8.308066438,,4.733413427,0.456971624,1.087140033,3.252372791,0.233414517,3.007613264,9.660985381,3.234073028,2.559220559,1.964644496,4.366172365,5.307184245,3.657085302,1.645867334,1.320388345,6.383063577,4.04560278,6.676236151,3.733095086,1.770521555,1.007854526,1.013684608
United States,Colombia,Import,  All Products,MFN Weighted Average (%),5.009855211,5.256969196,5.446257016,,7.29114433,5.362602213,2.839028057,5.195379885,9.864761054,6.714076742,5.988743328,5.364639337,5.39930981,5.141801911,4.360841969,3.988945891,2.979792262,2.875431218,3.435661581,3.150943818,3.274387169,3.343288414,3.246926745,3.34955953,3.207432341,3.256550566
United States,Comoros,Import,  All Products,MFN Weighted Average (%),0.27420511,0.085765446,0.02820608,,1.083949891,0.086140357,0.04052388,1.175409305,0.319133902,0.085310898,0.032764611,0.023882161,0.022955203,0.054907521,0.073445113,0.174759104,6.169415656,0.093801959,0.059763157,0.072727298,0.004444903,0.070381003,0.032359918,0.056427704,0.405791358,0.405791358
United States,"Congo, Dem. Rep.",Import,  All Products,MFN Weighted Average (%),0.833349581,0.675913742,1.097817926,,0.774517439,0.505042242,0.39058069,0.412934275,1.282455501,1.184643043,0.965196261,5.092752379,3.986579772,3.240652759,0.194933463,0.174571176,0.044793249,1.602712932,1.08728078,4.834877135,4.447414763,1.17001945,0.677201516,0.730823581,0.93734851,0.93656476
United States,"Congo, Rep.",Import,  All Products,MFN Weighted Average (%),7.653697502,8.044329029,8.316313531,,5.714603954,5.917269608,0.829804784,6.295263224,33.60535301,13.33490632,9.418669303,9.790459982,9.219147677,8.246558513,7.146915457,6.206321603,6.28545337,4.567652587,5.954799025,5.727156167,6.29650444,5.34216965,5.557304092,6.076867578,4.527723349,4.603879374
United States,Cook Islands,Import,  All Products,MFN Weighted Average (%),5.382945064,4.152877722,5.439653053,,3.557211294,0.844517087,5.222269858,2.039853364,0.615973993,0.617372601,3.762823458,1.423690779,1.802746864,1.512690801,0.763724837,1.684196842,1.654229457,2.578330536,0.622178778,1.659511355,1.869530418,1.68420432,2.611452622,1.739100784,0.865830083,0.865841292
United States,Costa Rica,Import,  All Products,MFN Weighted Average (%),8.35571108,8.697039572,8.903921081,,8.752895364,7.887233136,7.786415836,6.523229264,4.203999301,4.701238248,4.803016364,4.284775085,3.519837639,4.22590081,3.321730729,3.579673104,3.521782225,2.542580134,1.563239008,1.014691637,0.994758491,0.896869219,0.633461546,0.902197891,2.406968646,2.471748443
United States,Cote d'Ivoire,Import,  All Products,MFN Weighted Average (%),1.12609694,1.283690158,1.664333719,,0.653510011,1.332503732,0.769348152,0.253208109,3.282039616,4.746574909,1.624458838,1.00564956,0.398615955,0.373599173,1.42228339,0.875898422,0.483108854,2.235975071,0.501788625,0.549682033,0.454956614,0.690708433,0.443089427,0.671147121,0.214101295,0.214070137
United States,Croatia,Import,  All Products,MFN Weighted Average (%),,6.972433374,7.153440653,,5.995844194,6.046596602,3.402262523,2.905434376,1.790372347,1.667133197,3.221850811,2.227558244,3.295342299,3.366954177,3.555612521,3.178897838,3.630985275,3.166452135,2.818178631,2.398735987,1.61643992,1.777369343,2.004958869,2.079285957,2.434417281,2.422961162
United States,Cuba,Import,  All Products,MFN Weighted Average (%),,,,,,,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,
United States,Curaçao,Import,  All Products,MFN Weighted Average (%),,,,,,,,,,,,,,,,,,,,,2.815623938,3.90064547,5.780294807,4.838507862,3.95138742,
United States,Cyprus,Import,  All Products,MFN Weighted Average (%),9.709090056,9.386516823,7.721598167,,8.938112475,9.394763946,10.73181867,6.71081881,9.517922333,8.515690147,7.564828073,7.714663094,8.889531573,5.616976042,4.599475356,6.598281055,6.433161859,6.892553793,9.026266188,6.926449026,4.866837104,3.565141071,2.520428955,2.30958285,3.663731588,3.761148688
United States,Czech Republic,Import,  All Products,MFN Weighted Average (%),,,7.067844434,,5.605619713,5.784215238,5.131795938,4.246971207,3.510555239,2.611789311,2.551339511,2.240629984,1.974293239,1.854161386,1.881213456,1.671103587,1.341650656,1.723892269,1.721255145,1.747014871,1.687121998,1.677178085,1.70495249,1.632854303,1.709635537,1.716156479
United States,Czechoslovakia,Import,  All Products,MFN Weighted Average (%),7.78947624,7.695755824,,,,,,,,,,,,,,,,,,,,,,,,
